comment,class
ela e uma demonia ta repreendido po vei estranha sexista racista e num tem controlr,1.0
bunda buceta rola sexo flores isso resume a musica,1.0
todos temos direitos iguais assim gata ter direitos iguais nn significa ser racista ser racista e invejosa e muito diferentevc deveria ter pena de si mesma pq a unica nota que tu merece e do,1.0
estou obcecada,0.0
devem ser um casal pq tem intimidade ai solteiros tb podem fazer o que quiser ne,0.0
2s de musica,0.0
c de como podem ser tao perfeitos,0.0
mannoooo slc caraaaca vei,0.0
esperado os memes nessa musica,0.0
lixo mais baixa que o chao logo logo a interpol batera na porta dela e vai deporta essa fake criminosa direto pra bangu,1.0
quer deus tenha misericordia dessa moca deve ter tido algum trauma de crianca,0.0
e de especial,0.0
ridiculous,1.0
lembre se da manter o respeito nos comentarios e seguir que merda hein,1.0
tirando a parte do beijo q n teve nada a ver com o clipe a musica ficou bacana parabens,0.0
q isso beijando outro cara,1.0
que desperdicio de morango nossa q delicia eu comeria tudo,0.0
cara acho que nunca senti tanto nojo de uma pessoa na minha vida pqp manoooooooooooo,1.0
esse povo falando que ela fez pacto isso e aquilo vai ver os albuns que realmente vcs vai ver que isso nn chega nem nos pes,0.0
krl os comentarios tao so xingando,0.0
sonho com isso ai vc destroi 3,0.0
eu tenho e muito nojo e pena de gentinha assim sabe vou ali vomitar ja volto ela pensa q e bonito se feia,1.0
isso tudo e dessespero por sucesso,0.0
galera bota no volume zero que a musica fica topppp,0.0
que fofo vc querendo um milhao o senhor de natal vai te daratrasado mas vai,0.0
clipe ridiculo,1.0
ain pai para,0.0
o cara e louco,0.0
ela parece um diabete,1.0
som mais rapido que ouvi muito mimimi do publico e acho que nao me acrecentou em nada,0.0
mds cara vc e mt doente pqp vc n merece nem 5k,1.0
que horror,0.0
a primeira ver que eu escutei a musica nao curti mas na segunda vez vejo que a musica e boa e o beijo foi uma supreza,0.0
percebemos que o videos esta chegando na meta de 4 mi de deslikes,0.0
se eu tivesse uma dessas n iria nem deixar arranhar,0.0
ridiculo,1.0
ela se acha,0.0
27 milhoes de viws em 3 dias pqp,0.0
27 12 23 sonhei com campo de morango,0.0
o rosto dela ta com emoroida,1.0
maravilhosos,0.0
sera que bate 5 milhoes,0.0
pq ela nao guarda a opiniao pra ela so,0.0
404 dinossaura,0.0
isso e brasil,0.0
ta ruim demais pqp,1.0
ridicula essa cara de bode amarrado,1.0
h de haters vai tomar no c,1.0
deixa eu colocar o notebook no meus peitos a live inteira se mostrando e apertando esses peitos e depois fala isso,0.0
se voce quebra a sua placa voce ta falando que voce nao ta nem ai pras pessoas que se inscreveram no seu canal fim de papo atitude imbecil e nada justifica isso,1.0
todo mundo e melhor que ela,0.0
que video ridiculo pior video do ano,1.0
so vim pra deixar meu insta me sigam sdv vivipmtl,0.0
mas isso e uma porcaria o brasil ta cada vez mais me impressionado com essas culturas fico assustada com ate o ponto que o brasil vai chegar com isso basta a musica nao tem sentido repete sempre a mesma coisa nada de preconceito estou me referindo a musica,1.0
mano que escroto sinceramente 1 escrito,1.0
sera que o youtube vai dar uma excluida nesse video,0.0
maior recorde de deslike se tivesse casada isso nao teria acontecido,0.0
escutei essa musica antes de ir pro,0.0
e pensar que sao essas mesmas pessoas que exigem respeito,0.0
mlk doente tantos youtubers querendo uma placa dessa mais nd e ele faz isso mds man divia ate guarda ai quando chegar no 10000 ai tem as duas mds,1.0
agora a placa de 100k virou de 50k por que ele cortou no meio,0.0
mano acabei de criar umas teorias muito doida tipo pra mim e tipo uma linha cronologica primeira musica ate agora e chico depois a dona aranha porque ela esta com a mesma roupa praticamente depois campo de morango ja que a unica coisa que muda e a calca e as pulseiras que diminuem que na historia aqui seria pelo extase da relacao ali depois penhasco ja que a cama de campo de morango ta pegando fogo e por ultimo ate agora principalmente me sinto arrasada ja que aparece cenas de quase todos os clipes desse album e porque ela meio que taria tendo uma crise de ansiedade refletindo sobre tudo o que ela fez nesse album,0.0
dragao,1.0
h de haters vao cagar pq a musica ta perfeita,1.0
que video e musica estranhos,0.0
que idiotice,1.0
que tanto de deslike voces deu deslike de 3,0.0
ela e muito idiota,1.0
serio que alguem considera isso como musica e o fim dos tempos mesmo,1.0
as vezes parece um campo de morangos mas pode ser so uma hemorragia,0.0
entrei pra dar deslike mais lembrei q ja tinha dado deslike a 2 dias atras,0.0
oi,0.0
que pais e esse que vamos deixar aos nossos filhos,0.0
muito bom coloquei pro meu irmao tetraplegico ouvir e ele levantou desligar,1.0
cara tantas pessoas querem essa placa e vc destroi ela eu sei q quer ilhao mas precisava disso mano sou seu fa mais isso e burrice,1.0
linda parabens,0.0
q isso vc beijou um homem,0.0
amei,0.0
mlk doente tantos youtubers querendo uma placa dessa mais nd e ele faz isso mds man divia ate guarda ai quando chegar no 10000 ai tem as duas mds,1.0
dislike 3,0.0
eu tmb gostei muito da musica,0.0
cresce nas costa dos outros e ainda desmere isse presente,0.0
depois que caiu do penhasco,0.0
achar bonita ninguem e obrigado mesmo mas ofender sao outros 500 se acha alguem feio basta guardar pra si nao precisa ofender ninguem ta faltando amor e empatia no mundo,0.0
pior q o pessoal ajudou ele a quebrar essa placa chega a dar mais nojo ainda porra eu era sua inscrita agr nem sei mais,1.0
nunca vi pior,1.0
esse nariz dela parece um rombo mal feito mal feito tambem foi o dia do nascimento dela ela foi a primeira tentativa de aborto com activia brinks gente foi com iacute,1.0
caramba eu tenho muita pena dessa mulher ela precisa de medico urgente,0.0
me seguem la no insta klsgusta tmj tropa 4 milhoes de deslike,0.0
ela e uma mulher q nao teve vida acha q e a ultima bolacha do pacote ninguem e perfeito,0.0
ameiiiiiii o clipe a msc me faz lembra do boy,0.0
galera vamos ajudar,0.0
nossa sem palavras pensei que vc tinha mas maturidade desculpa mas tu perdeu muita moral com alguns fas seu,0.0
eu nao sou hater dela e vim pelo treta news mas uma coisa e certo que musica mais bosta,1.0
beijou um homem,0.0
mano eu n entendi nele e gay,0.0
quem consegui fica de tres ganha like e me inscrevo no canal,0.0
como pode fazer isso o sonho de muitas pessoas meu sonho fiquei triste,0.0
vim ver o ritual,0.0
sem postura vai toma no cu,1.0
deploravel,1.0
eu gostei,0.0
e querendo ou nao a placa e dele,0.0
pra ela todos sao feitos ela e a melhor querida ninguem e melhor q ninguem todos somos iguais,0.0
desnecessario hein aff,0.0
que putaria e essa ridicula letra vulgar e explicita nojenta,1.0
541 melhor parte do video nao sabe o que e racista,0.0
cara isso foi uma das coisas mais abjetas e degradante que ja vi na vida,1.0
vey lendaria,0.0
parceiro que e parceiro n talarica ngm meu bom raspa canela do carai,0.0
essa mulher nao passa de uma maldita,1.0
ajoelhe em rendicao diante de deuse arrependase peca salvacao para sua alma,1.0
quero ver ele conseguir a de 1 milhao agr babaca,1.0
essa mulher e vaso do satanas deus tenha piedade dels clipe imundo,1.0
ficou fodaaaaan julguem ele por causa causa do bj,0.0
olha virei fa desse que son fx,0.0
y de yuukeee que clipe perfeito,0.0
engracado que o nome da musica e flores ai voce pensa que e uma musica sei la romantica so que flores e a unica coisa sem putaria que tem na letra,0.0
que clipe de quinta horrivel,1.0
perdeu um fa,0.0
a boca e horrorosa,1.0
amei a musica si nao gostei muito da parte da cama mais enfim de novo arrasando,0.0
que safadeza e essa adorei pode lancar mais,0.0
amei,0.0
enquanto muitos estao dando deslikes no video ela esta ganhando milhoes de viwes no video e a galera esta fazendo marketing de graca pra ela,0.0
parece um alienigena,0.0
ja escolheu o lado da alma dela vai ter que pagar,1.0
sonhei com campos de morango,0.0
eu so vim pra ver os comentarios mn ahe tbm para deixar um deslike ne,0.0
alguem assistindo agr de noite,0.0
famosa que de sonsa nao tem nada,0.0
melhor musica,0.0
isso pode musica de pornografia nua e crua os nossos filhos escuta um lixo desse mas interessante e gravadora ainda grava um lixo de musica d n tem nada de musica mas sim pornografia,1.0
cala a boca dragao,1.0
que isso cara beijou um homen pelo visto vo fica vendo os videos antigos mesmo vergonha,1.0
podem latir amore eu pelo menos nao entendo sua lingua2bj,0.0
anunica merda e vc,1.0
vc e muito louco,0.0
sangue um grande simbolo com nada mais e nada menos que um significado de grande relevancia,0.0
luto pela cor oque quer que eu faco e por nois por amor,0.0
acho q o youtube n te mandara placa de,0.0
nossa sem comentarios,0.0
racista de merdas e preconceituosos de merda,1.0
bando de barros a placa e dele e so os verdadeiros inscritos intederiam isso,0.0
quando ganhar a de 1milhao ele vai destruir pra tentar consequir a de diamante,0.0
gente da deslike n n e ela q postou o video,0.0
como ce tem coragem tanta gente se fudendo pra conseguir isso e voce conseguiu e nao valorizar isso isso foi a atitude mais desrespeitosa e idiota que eu ja vi na minha vida,0.0
to passando mal,0.0
meu deus kra,0.0
q patifaria em,1.0
que ridiculo acha que vai conseguir um milhao de inscritos fazendo isso ai nao e uma placa que vai te prender ha cem mil inscritos se voce nao tiver conteudo e boa qualidade nos seus videos voce nao vai chegar achei ridiculo deveria ter guardado pra mostrar suas conquistas mais resolveu ser ridiculo voce nao merece um milhao de inscritos,1.0
1000000 de incritos,0.0
parese que ela tava possuida,1.0
idiotice,1.0
essa jornada para o 1 milhao nao vai demora muito e so ter forsa foco e fe somos todos uma familia partiu 1 milhao vamos la,0.0
mano nao entendo porque os fas vem aqui dar deslike porque se eles querem de alguma forma prejudicar sei la porque e mais facil eles pararem de dar viws porque deslike nao muda nada agora visualizacoes dao dinheiro a unica coisa e que nao vai ir pro em alta mais nao muda nada porque todo mundo ta sabendo disso os cara so tao dando mais dinheiro pra ela e automaticamente mais fama tambem voces fas nao estao prejudicando ela de nenhuma forma pelo contrario so estao ajudando,0.0
procura ima igreja eu hem,0.0
f de fantasticos,0.0
que porra e essa,1.0
mazuquieissu na tela do meu cllr,0.0
sucesso parabens sucesso,0.0
batalha de espadas dnv,0.0
essa galera ta achando que o g de lgbt e grana e triste ve alguns artistas que se escoram na comunidade lgbt se forcar mais caga,0.0
melhor ouvir isso do q ser surdo,0.0
fica de 3,0.0
nao tinha necessidade mais a placa e sua,0.0
meu deus,0.0
acho ridiculo esse povo machista acho mais ridiculo ainda mulheres criticando umas as outras quando deveriam ser defensoras do seu proprio genero se ela quer ficar com alguem ela tem total direito e solteira uma mulher livre continueee assim e fecha a boca desses invejosos quanto mais eles te criticam mais famosa voce fica bjus de luz pra voces invejososas necessitam,1.0
pow caratu e louco,0.0
pra ser mais bonita que ela nao precisa ser tanta coisa assim nao,0.0
demonio puro,1.0
mds,0.0
otario,1.0
eu fui voltar pra ver essa obra prima e tinha deslike ai ai essa eu do passado que ainda nao tinha ouvido escandalo intimo,0.0
musica merda do caralho que merdaaaaa,1.0
safadona ela,1.0
essa mulher e esperta ninguem consegue tirar ela do serio to vendo,0.0
em troca de dinheiro e uns carro bom tem mano que rebola e usa ate batom,0.0
falaram tanto desse video eu nao vi nada de mais,0.0
achei uma atitude bem imbecil mas do mesmo jeito eu continuo gostando do,1.0
de inscritos,0.0
nossa como eu amo parabens gnt o clipe ta otimo,0.0
tutorial de como ser um imbecil em 321,1.0
medo desse demonio,1.0
vai tomar no seu cuuuuuuuuuuuuuuu,1.0
deveria ser presa,0.0
essa mulher nao merece respeito de ninguem nem pro satanas eu fico muito orgulhoso pelo bruno gagliaso ter adotado a crianca eu faria o mesmo e ela ainda fala mal da crianca so porque ela e negra e o bruno e branco ahhh me poupe uma crianca tao inocente ela so pode ta cheirando cocaina com esse nariz de alienigena essa mulher vai pro inferno racista do caralho devia tomar vergonha na cara,1.0
deusaaa caralhooooo,0.0
quem veio dar deslike curte aqui,0.0
que idiota to com do,1.0
amei a batida,0.0
entendi nd,0.0
essa mulher e feia e nogenta,1.0
me desculpe mas isso e deploravel eu sinto saudades da epoca era so alegria,1.0
diz a lenda que as flores tao chegando,0.0
essa possivelmente foi a atitude mais imbecil que eu vi esse ano,1.0
minha lu,0.0
nariz lindo,0.0
to viciadaaaaa,0.0
tanto ba fafa por causa disso ava vao tomar um pirulito cambada de mimizentos pelo que falaram nas redes sociais achei que a mulher ja tava dando pro kpta,1.0
quem entrou aqui pra ver quantos deslikes tem,0.0
muito bommmmmmmm,0.0
passada,0.0
peitos bonitos,0.0
submissa ao homem meu deus,0.0
eu ja vi o cao fazendo amor com teu cu e chutando teu peito,1.0
que beijo,0.0
que merda,1.0
beijando homen oque ta acontecendo com o brasil,1.0
esse pais e demais,0.0
acho q nem um cara surdo iria aguentar essa musica,1.0
dela,0.0
campo exorcismo quem concorda,0.0
que diabos e isso medo,0.0
tanta gente como eu querendo isso e vc corta,0.0
ela e engracada,0.0
foi carregada pelo mais do que bronze,0.0
meu deus o que aconteceu com,0.0
relaxa relaxa quando ela morrer ela nem si quer vai ver o caminho do ceu vai direto pro inferno,1.0
ichi tanto esforco pra vc bater na nossa cara mano nao gostei,0.0
vergonha alheia da gota,1.0
apologia ao estupro,0.0
achei um pouco estranho esse clipe n sei porque vei,0.0
essa cama toda manchada so me lembrou que desceu pra mim hoje musica muito boa,0.0
melhor clipe ate agora,0.0
observacao na minha visao isso remete violencia sexual e tambem e uma visao nada agradavel parece sangue como se ela tivesse sangrando e rodeada de demonios bom e a minha opiniao dispenso arrogancias,0.0
ja ouvi todo tipo de musica ruim mais essa se superou,0.0
dei deslike pq a musica e uma bosta mesmo,1.0
a policia prendendo inocentes e deixando solto esse tipo de lixo,1.0
o pior castigo para esse ser humano idiota a ponto de desvalorizar o proprio trabalho e com certeza perder tantos inscritos a ponto de ficar com menos de cem mil melhor arrumar um outro emprego porque um youtuber voce com certeza nao sera por muito tempo,1.0
quase 4 milhoes de eita gente ta feio em,0.0
o youtube ficou chateado,0.0
nunca deixe o dinheiro comprar sua postura,0.0
uma perfeicao dessas,0.0
quanto mau gosto,1.0
mano essa mlr e doida a merda sai do cu e nao da boca no seu caso e nos dois ne pqp,1.0
ridicula ela,1.0
achei que fosse algo relacionado a feminismo algo assim,0.0
rumo a 1 milhao,0.0
quanto vc ganhou pra passar essa vergonha,1.0
nossa q troxa,1.0
socialite e a mulher de um ricaco prefeito ou governador que por falta de ter o que fazer resolve nao fazer nada mas faz nada de forma tao convincente que sua inutilidade e digna de destaque em jornais locais e em revistas bem conceituadas e serias como caras istoe gente e tititi,0.0
nossa que idiota,1.0
nossa mais ja e nojenta e feia hein,1.0
sucesso na sua carreira de traidora judas,1.0
cara idiota isso era uma conquista que ele conceguiu e faz essa babaquiceele nao merece 1 milhao,1.0
estragaram o funk,1.0
nooossssa mano oq foi isso,0.0
alem de imbecil ganancioso,1.0
ela estava mestruada nao entendi o clipe,0.0
chorei de rir muito top demais esse mc,0.0
sem condicoes ta tudo perfeito nessa musica e nesse clipe,0.0
satanico,1.0
o intelecto dela e um desprezo a evolucao humana,1.0
157 de pura besteira,1.0
alguem sabe como posso apagar essa imagem do nega do bordel,0.0
fica quieto pai trol o premio e dele,0.0
que merda de musica,1.0
sujo toda cama meu,0.0
olosco eu morrendo pra chega em 1 k e o cara mandnado um foda se pra placa de 100 k alias meu canal eh junggler pesquisa la e ajuda n eh essa conta,0.0
vc nao da tensao em ninguem,0.0
vera verao renasce,0.0
nossa realmente desprezivel,1.0
vamo rackear a conta dela,0.0
amei esse funk,0.0
acho que fez vem e so uma placa,0.0
nossa se e lococo agora quando chegar a de 1 milhao voce vai destruir ela tambem por que ta querendo chegar em 10 milhoes e a de um milhao vai ser passada na serra de novo,0.0
so vim dar uma olhada agora bem mais o titulo cumpre bem a musica parabens ja olhei todo album e a musica melhor na minha opniao foi a dona aranha obrigado voce e uma diva da um orgulho de ter uma cantora igual voce perfeiiiiiiiitaaa,0.0
essa mulher tem uma alma bem perturbada,1.0
meta hein se pegar 5 milhoes de deslikes ate sexta eu pinto meu cabelo de rosa,0.0
esse video clipe e uma merda,1.0
147 entao eu acho que ela confundiu o cu com a boca pq da boca dela so sai merda o mulher que peida palavra,1.0
eu vejo que nessa musica passa uma pessoa que ela cato e fala sobre a fama dele e que eles fico numa bmw tambem fala sobre o jeito dele e tudo mais e no final eu entendo que ela acorda assustada sem saber aonde ta e com medo e sem entender o motivo do sangue,0.0
se e muito imbecil,1.0
fez feio hein funkeiro nunca sera reconhecido por sua musica assim infelizmente tera um monte de visualizacoes por causa desse seu beijinho e nao por sua musica,0.0
nojenta vai sofrer muito na vida so pagando micao na internet,1.0
400 mil likes,0.0
devia arrumar esse nariz ficou todo torto mas concordo com algumas falas dela como quando ela diz que as pessoas perdem tempo com famosos eu concordo tanto que nao assisto ja tem 8 anos nem tenho televisao instagran whatsaap e etc agora entao por que ela sabe da vida dos famosos sinal que ela perde tempo sim,0.0
ainda bem que a musica tem menos de 02 minutos,0.0
arrasou,0.0
ela fez o clipe cheio de sague,0.0
no comeco eu nao entendi nada e no fim eu achei que tava no comeco,0.0
ta malhando um cadim ai forca o peito pra parecer mais forte quase estoura o mama,0.0
varios youtubers comentaram esse video,0.0
que idiotice mano varias pessoas querendo uma dessa e voce distrui muitas pessoas lutando pra ganhar uma e voce estraga a sua qual a funcao dessa placa mostra que voce conseguiu chegar a esse ponto no youtuber pra voce pode ser apenas uma placa mais uma placa que muitos queriam perdeu uma inscrita nao venham com mimimi pois nao vou responder,1.0
onde aperda pra dar 10000 de like,0.0
ridiculo esse clipe,1.0
que idiota,1.0
que porrah er essa,1.0
desperdicio de tanta fruta,0.0
ele fez isso pq ele sabe que vai chegar ao um milhao de inscritos pq pq ele confia nos fans dele ele confia na gente foi isso que ele quis dizer,0.0
e ridiculo ver ate aonde vcs chegam para fazer sucesso isto varias criancas q sao fa irao assistir e gostar de se expor ao ridiculo nao concordo cm esse tipo de coisa,1.0
a mae dela cagou e veio ela,1.0
como dizia minha vo tadinha crem dos pais,0.0
gente essa mulher precisa de um medico e ela merece costurar a boca para parar de falar essas bostas e quando morrer vai pro inferno,1.0
menos um inscrito,0.0
piranh ordinaria dlc,1.0
me divirto com essa,0.0
se apareceu mais que cantou,0.0
1 milhao chegando,0.0
vai toma no cu,1.0
so vim pelos comentarios,0.0
nem o coringa aguenta essa mulher,0.0
ki cachorra,1.0
nojo dessa mulher,1.0
eoq n sei se to vendo isso mesmo acho que eu usei drogas,0.0
aqui e brasil,0.0
parabens ficou toppp,0.0
que desgraca de musica e essa,1.0
karachi tem mais deslike do q inscrito,0.0
ke cara idiota a gente da um presente pra ele e ele estraga o unico que nao gostou da placa foi esse troxa,1.0
podre,1.0
putaria e satanismo,1.0
se vc n queria me dava o botao manow q sacanagem duvido agr o youtube te dar a de,0.0
essa mulher so fala merda,1.0
modinha nova,0.0
pior do que o beijo so a letra oq as pessoas nao fazem pra ganhar views nao sou homofobico,1.0
olha a mae das pessoas que estao nessa live deu a luz pra elas e desde ai elas nao pararam de brilhar pq o brilho foi tao forte que essa embuste de merda nao aguento como e bom ser army a essas horas,1.0
vim dar deslike,0.0
so pra sbr pq ainda n excluiram o video ja ta uma bosta mesmo,1.0
t de tudicos,0.0
nossa que ridiculo tantos youtubers querendo essa placa e ele faz isso,1.0
isso me da gatilho beu casal,0.0
vc eh loco poriso te adoroo,0.0
namoral mano adoro seu canal seu canal e torco para que consiga seus 1 mas nao ha porque se vangloriar agora que esta chegando perto esse foi um marco em sua historia no youtube e voce destruiu desculpe mas dislike sei que meu dislike nao importa em nada mas se,0.0
comboio dos que vieram conhecer por causa dos boatos,0.0
que merda,1.0
o engracado e as pessoas falando do lado,0.0
mano era bom que tu nao ganhasse a de um milhao vey nojento,1.0
po meu deus,0.0
sujo a cama toda,0.0
a felicidade nao esta nos prazeres da carne demonio voces sao a filhas de mara sucumbam todos,1.0
escroto inutil essa criatura,1.0
vai toma no cu porra,1.0
pior do que atriz de filme porno so faltou tirar a calcinha ridicula,1.0
mesmo top portugal,0.0
mas que nojenta ela ta sendo machista com ela mesma ela vai pro inferno,1.0
quem gostou disso ai so poder ter algum problema mental na moral,1.0
arteeww,0.0
lindaa diva,0.0
sabe onde vc ta no brasil,0.0
claramente foi usado por ela p alcancar o sucesso e ela ainda faz isso com ele daqui uns anos ngm mais lembrara quem ela e ate pq so faz musica ruim ps esse foi o cara que fez racionais acustico se merecem mesmo viu,1.0
vergonha pro funk carioca slko tantos outros mcs das antigas devem ta se revirando de vergonha nao representa o verdadeiro sentido do comprimento funk carioca,1.0
nassa ridicolo isso se eu tivesse um desse eu ia ficar tao feliz ridicolo,1.0
mo otaria do caraio,1.0
quando vc tiver 1 milhao de inscritos vou me orgulhar de ser 1 desses 1 milhao rumoailhaodeinscritos tamojunto,0.0
voce e um lixo de pessoa tem que se tocar um pouquinho pra tu entender e ver a nocao do perigo que ta da correndo e fazendo,1.0
que nariz e esse coisa mais feia bizarro,1.0
ele pegou o notibook pra se amostra mas do que ja ta,0.0
cara nao sei se sabe mas muita gente luta pra conquistar esse pingente que voce fez descaso perdeu a chance de ficar calado,0.0
sucessoo,0.0
pessoal passa no meu canal que eu passo no seu,0.0
essa racista e uma mer era agora essa racista morrer no carao,1.0
nao tem representantividade nenhuma,0.0
uma coisa a dizer bosta,1.0
que diabeisso,0.0
somos4m,0.0
o beijo foi desnecessario,0.0
pow a placa e sua e tals mais todos sonham com isso e vc corta como se nao fosse nada pow,0.0
perdeu um sub,0.0
que merda hem uma grande porcaria,1.0
tudo me e licito mas nem tudo me convem deu vontade de rezar ainda mais meu deus,0.0
o po que ela cheira n presta nao ta td colado no nariz,1.0
fica de 3 que porra e essa,1.0
deus que nos livre,0.0
vdd,0.0
meu deussssssssssss olha oque essa pessoa fala mano tem que ser linxada uma porra dessa,1.0
desculpe mas voce e tao linda nao precisava fazer esse clipe agressivo subversivo o mundo nao aguenta mais violencia exposicoes temas com conteudos sexuais voce combina melhor com suavidade aposte em sua beleza e inteligencia as pessoas nao querem mais cenas chocantes estamos atravessando tempos dificeis necessitamos mais de docilidade ternura faz um fank mais maneiro parabens para sua pessoa muito sucesso,0.0
a musica nao tem nada haver com clipe,0.0
perfeito e so a minha opiniao importa,0.0
a musica e ruim mas pelo menos o feedback foi bem,0.0
gente eu n vi nada demais nesse video vim por curiosidade mais n vi nada de mais,0.0
excelente,0.0
e serio q alguem gostou disso nao da nem pra chamar de musica,0.0
rumo aos 1000000 milhoes de inscritos,0.0
desnecessario o clip ja bombaria nao precisava se fantasiar e beijar um maxim,1.0
eu gostava das musica mais depois dessa nunca mais so queria desver,1.0
oque a pessoa nao faz por fama e dinheiro meu deus,0.0
vamos preder ela cade o teta news,0.0
o 1 milhao de comentarios vem obrigado haters,0.0
a musica e boa mas esse clipe e desnecessario,0.0
e mais um hitt,0.0
achei legal,0.0
vemos aqui um exemplo de como ser imbecil,1.0
e essa porcaria que os bostileiros medios escutam hoje em dia tem que ter o qi de um primata pra ouvir isso e falar que e bom,1.0
h de hinooooo,0.0
i de isso aeeeeee,0.0
oque e isso,0.0
vai toma no seu vu,1.0
so estou aqui pq o video ta em alta,0.0
ja ja ele remove o video,0.0
podem falar tudo mais a diaba e linda e talentosa,0.0
kengaaaaa rapariga,1.0
ok eu confesso eu me apaixonei por essa musica,0.0
quem achou o beijo gay desnecessario,0.0
vc e orrivel,1.0
olha essa cara derretendo de tanta plastica ridicula,1.0
nao adianta nada as pessoas entrarem na live dela vao estar dando mais motivo pra ela continuar com isso vao acabar dando mais fama falando mal ou nao,0.0
clipe apelativo pra ficar mais famoso assim e facil,0.0
letra dessa musica e fraquinha so quem ouviu modestia fetiche sabe oq e putaria de vdd,1.0
quem dera fosse trans quem dera tivesse morta no quinto da casa do coisa ruim,1.0
infelizmente lamentavel,0.0
o ruan fumo nescauu ou pq,0.0
pera ai se o like e convertido em dinheiro o deslike vira uma divida,0.0
mds gostei,0.0
pqp mano nao faz isso era so me dar,0.0
e adao e eva ou e viadao,1.0
nossa cara que horrivel lamentavel isso tanta gente querendo uma dessa e ele destruindo cara essa placa nao e apenas um botao e um premio nao somente para os youtubers mas tambem para os inscritos que tambem ajudaram o youtuber a crescer eu achei isso horrivel essa placa e pra mostrar para o mundo que voce conseguiu ir alem e nao apenas para ficar na parede a de 1000000 de inscritos pode ser bem mais foda mas nao precisava por que primeiramente nao foi so o youtuber que batalhou o youtube tambem cara isso ta desvalorizando o trabalho que os inscritos tiveram para te ajudar e tambem o trabalho de youtube se isso foi pra te fazer louco ou engracado pra mim foi uma tragedia nao vou parar de assistir nem nada nem dar dislike por que respeito muito mais isso foi horrivel parabens por ter feito tudo em vao e parabens pela placa tambem seu esforco tinha valido a pena mais pelo jeito voce acabou estragando o seu esforco,0.0
alguem tira ele do brasil pleasee,0.0
a merd sai da tua cara quem nao e racista da deslike,1.0
eu amei essa musica,0.0
juro que tentei gostar meu deus,0.0
corno,1.0
socialite de que bordeu ela e apenas uma blogueira mequetrefe e um ser humano desprezivel que se diz socialite,1.0
vim ver tambem,0.0
brilha minha loirinha,0.0
ridicula neh,1.0
deu do mas bora pra 1000000,0.0
que porra de nariz e esse caralho parece o moo ha,1.0
cada um com seus gostos ne,0.0
por dava pra mim,0.0
no final um recadinho muito importante para o povo brasileiro subiu no meu conceito a day,0.0
que bosta de musica vai tomar no cu,1.0
que babaca cara,1.0
quando esse pessoal acordar e ver quem eles estao adorando acho que muita gente vai endoida isso ai e adoracaot mas nao estao preparados para essa conversa,0.0
boa menina boa solta esse beat que eu resolve por baixo,0.0
porque voce nao troca a sua intro,0.0
gente e mentira isso e so pra pegar vews,0.0
cara que babaquice tanta gente tentando ganhar uma placa dessa tanta gente trabalhando duro e fazendo de tudo pra se destacar e chegar em 100 mil e ganhar a placa e voce faz essa porcaria a placa nao significa que voce esta preso a 100 mil inscritos e sim o fato de uma meta voce ter alcancando e esta progredindo para outra triste ver tanta ignorancia pelo fato querer mais eu com meus quase 40 inscritos videos em qualidade mediabaixa de musica sinto muito por voce parabens pela atitude mais idiota que eu ja vi esse ano,1.0
se escrevam no meu canal mim ajudem a chegar aos 70 inscritos so falta 2,0.0
que ridiculo,1.0
fica de 3,0.0
tantos comentarios ridiculos essa musica ficou perfeita sem contar a beleza dessa mulher ne maravilhosa,0.0
tudo bem que voce que o de 1 milhao mas pra quebrar na moral,0.0
que horror,0.0
mano realmente o e corno,1.0
meu amor qualquer um e mais lindo que voce,1.0
q zuado so por isso nao vai receber a de 1 milhao,0.0
ma q merde essa,1.0
credo,0.0
precisa de tratamento chega dar pena ser humano doente,1.0
nossa que idiotice mano isso e uma recordacao pelo oq vc conquistou idiota,1.0
continua assim q vc consegue xd,0.0
ela se acha a coisa mais bonita do mundo pra falar dos outros,0.0
a nao eu tenho 2763899 inscrito,0.0
mds ele e louco likeeeeee demais,0.0
incrivel dms,0.0
eu amo esa musicaaaae muito linda essa musica,0.0
caiu no meu conceito,0.0
acho que o youtube nao devia dar o de 1 milhao nao e mesmo ele vai querer o de 10 milhoes diferente de alguns youtubers que tem o comeco do canal lindo e maravilhoso alguns estao lutando para ter reconhecimento,0.0
vemmmm 20 milhoes,0.0
em trocar de dinheiro e do um carro bom tem mano que rebola e usa ate batom como diz,0.0
e a rainha do marketing de tanto os crentes idiotas jogarem odio para cima do clipe ja chegou quase em 20 milhoes e sim crentes nos sabemos que voce vem aqui todos os dias para ver rebolando,1.0
n sou homofobica mas n gosto de pessoas assim credo eu respeito mais n aceito,1.0
cara gosto muito de voce e nao vou parar de gostar so por isso mas isso que voce fez foi ridiculo estou comecando um canal e o meu sonha e essa placa e o que voce faz com a sua destroi,1.0
x de xuxu beleza,0.0
meu o tem demencia mais msm assim vou ajuda ele nos,1.0
perfeitaaaaa,0.0
loco,0.0
como q vai ficar de 3,0.0
vc e loco,0.0
tu e um gay demonizado tenho pena da sua alma ao fazer esse video que ira levar os adolescente para o homo sexualismo mal carater e ainda musica sem contexto e horrivel,1.0
amei,0.0
olha pra crianca que vao ver isso,0.0
voce ta loco de fazer isso com seus inscritos voce tem demensa e,1.0
mdssss,0.0
amei ela,0.0
mano com essa atitude tomara que vc fique com 1 inscrito seu crianca,0.0
